Edad;TipoTrabajo;NivelEducativo;AnnosEducacion;EstadoCivil;Ocupacion;Sexo;HorasSemanales;PaisOrigen;Ingresos
33;Private;Assoc-acdm;12;Divorced;Prof-specialty;Female;32;United-States;<=50K.
79;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
28;Private;Bachelors;13;Never-married;Prof-specialty;Male;40;United-States;<=50K.
55;Private;11th;7;Divorced;Sales;Female;20;United-States;<=50K.
59;State-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;50;United-States;<=50K.
22;Private;Bachelors;13;Never-married;Prof-specialty;Female;40;United-States;<=50K.
19;Private;11th;7;Never-married;Sales;Female;19;Philippines;<=50K.
41;Private;5th-6th;3;Married-spouse-absent;Farming-fishing;Male;35;Mexico;<=50K.
32;Private;Assoc-voc;11;Married-civ-spouse;Adm-clerical;Male;40;Italy;<=50K.
67;?;7th-8th;4;Married-civ-spouse;?;Male;40;United-States;<=50K.
45;Private;HS-grad;9;Divorced;Other-service;Female;35;United-States;<=50K.
61;Private;5th-6th;3;Married-civ-spouse;Farming-fishing;Female;45;Mexico;<=50K.
34;Private;Bachelors;13;Never-married;Sales;Female;40;United-States;<=50K.
43;Self-emp-not-inc;Assoc-voc;11;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
38;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;50;United-States;>50K.
35;Private;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;60;United-States;<=50K.
65;Private;HS-grad;9;Divorced;Protective-serv;Male;20;United-States;<=50K.
24;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;55;England;>50K.
37;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
34;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Male;50;United-States;<=50K.
42;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;60;United-States;>50K.
18;Private;7th-8th;4;Never-married;Other-service;Female;40;United-States;<=50K.
43;Federal-gov;Some-college;10;Widowed;Exec-managerial;Female;15;United-States;<=50K.
31;Private;Some-college;10;Married-civ-spouse;Other-service;Male;40;United-States;>50K.
19;Private;Some-college;10;Never-married;Sales;Female;20;United-States;<=50K.
40;Self-emp-inc;Some-college;10;Married-civ-spouse;Exec-managerial;Male;50;China;<=50K.
32;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
47;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
32;Local-gov;Some-college;10;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
46;Self-emp-inc;Doctorate;16;Separated;Prof-specialty;Male;35;United-States;<=50K.
40;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;65;United-States;>50K.
36;Private;Bachelors;13;Never-married;Craft-repair;Male;35;United-States;<=50K.
33;Private;Assoc-voc;11;Married-civ-spouse;Sales;Male;36;United-States;<=50K.
23;State-gov;5th-6th;3;Never-married;Transport-moving;Male;35;United-States;<=50K.
21;Private;10th;6;Separated;Machine-op-inspct;Male;40;United-States;<=50K.
40;Private;HS-grad;9;Married-civ-spouse;Other-service;Female;32;United-States;<=50K.
53;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
20;?;Some-college;10;Never-married;?;Male;15;United-States;<=50K.
53;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Transport-moving;Male;72;United-States;<=50K.
58;Private;9th;5;Married-civ-spouse;Handlers-cleaners;Male;60;United-States;<=50K.
51;Private;HS-grad;9;Married-civ-spouse;Sales;Male;55;United-States;>50K.
31;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;65;United-States;<=50K.
35;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
23;?;11th;7;Never-married;?;Male;40;United-States;<=50K.
31;Local-gov;Some-college;10;Divorced;Adm-clerical;Female;35;United-States;<=50K.
21;Private;Some-college;10;Never-married;Other-service;Female;35;United-States;<=50K.
39;Self-emp-not-inc;Masters;14;Married-civ-spouse;Craft-repair;Male;55;United-States;>50K.
36;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Female;45;United-States;>50K.
51;Private;10th;6;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
18;Private;11th;7;Never-married;Other-service;Male;12;United-States;<=50K.
32;Private;Some-college;10;Divorced;Adm-clerical;Male;48;United-States;<=50K.
56;Private;Bachelors;13;Divorced;Other-service;Female;32;United-States;<=50K.
35;Private;Assoc-acdm;12;Never-married;Protective-serv;Male;40;United-States;<=50K.
63;Private;12th;8;Widowed;Sales;Female;40;United-States;<=50K.
61;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
23;Private;Some-college;10;Never-married;Other-service;Male;40;United-States;<=50K.
52;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
19;Private;HS-grad;9;Never-married;Sales;Male;50;United-States;<=50K.
33;State-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
35;Private;Bachelors;13;Married-civ-spouse;Sales;Male;50;United-States;<=50K.
35;Private;HS-grad;9;Divorced;Transport-moving;Female;60;United-States;>50K.
38;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Female;40;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Adm-clerical;Female;60;United-States;<=50K.
22;Private;Assoc-voc;11;Divorced;Tech-support;Male;60;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
47;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
59;Private;11th;7;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
38;Private;HS-grad;9;Never-married;Sales;Female;40;United-States;<=50K.
36;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;50;United-States;<=50K.
27;Private;5th-6th;3;Never-married;Other-service;Male;40;Mexico;<=50K.
24;Private;Assoc-voc;11;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
35;Private;HS-grad;9;Never-married;Other-service;Female;35;Jamaica;<=50K.
22;State-gov;Some-college;10;Never-married;Other-service;Male;39;Haiti;<=50K.
37;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;52;United-States;<=50K.
36;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
28;Private;HS-grad;9;Separated;Other-service;Female;25;United-States;<=50K.
55;Private;HS-grad;9;Married-civ-spouse;Sales;Female;50;United-States;<=50K.
29;?;5th-6th;3;Married-civ-spouse;?;Female;40;United-States;<=50K.
32;Private;Bachelors;13;Married-civ-spouse;Sales;Male;44;United-States;<=50K.
66;?;Some-college;10;Divorced;?;Female;35;United-States;<=50K.
47;Local-gov;Some-college;10;Married-spouse-absent;Craft-repair;Male;45;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Other-service;Female;40;United-States;<=50K.
50;Local-gov;Masters;14;Divorced;Prof-specialty;Female;45;United-States;<=50K.
40;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;84;United-States;<=50K.
51;Private;HS-grad;9;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
34;Private;HS-grad;9;Never-married;Prof-specialty;Female;45;United-States;<=50K.
28;Private;Bachelors;13;Never-married;Protective-serv;Female;40;United-States;<=50K.
52;State-gov;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;70;Germany;>50K.
39;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
43;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
36;Private;Bachelors;13;Never-married;Prof-specialty;Female;35;United-States;>50K.
25;Private;Bachelors;13;Never-married;Prof-specialty;Female;15;United-States;<=50K.
42;Private;Some-college;10;Divorced;Adm-clerical;Female;38;United-States;<=50K.
35;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;40;Germany;<=50K.
43;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;53;United-States;>50K.
34;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
50;State-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;38;United-States;>50K.
30;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;60;United-States;<=50K.
44;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;44;United-States;>50K.
52;Private;Assoc-voc;11;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
35;Private;Assoc-acdm;12;Married-civ-spouse;Sales;Male;60;United-States;<=50K.
36;Private;Assoc-voc;11;Divorced;Prof-specialty;Male;40;United-States;>50K.
30;Private;Bachelors;13;Never-married;Exec-managerial;Female;52;Taiwan;<=50K.
36;Self-emp-inc;Bachelors;13;Married-civ-spouse;Sales;Male;45;United-States;>50K.
39;Private;Bachelors;13;Never-married;Exec-managerial;Female;40;United-States;<=50K.
25;Private;1st-4th;2;Married-civ-spouse;Farming-fishing;Male;96;Mexico;<=50K.
26;Private;Bachelors;13;Never-married;Tech-support;Male;40;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Sales;Female;20;United-States;<=50K.
20;Private;Some-college;10;Never-married;Protective-serv;Male;40;United-States;<=50K.
70;?;5th-6th;3;Married-civ-spouse;?;Male;20;United-States;<=50K.
26;Private;HS-grad;9;Never-married;Transport-moving;Male;50;United-States;<=50K.
24;Private;Some-college;10;Never-married;Adm-clerical;Female;35;United-States;<=50K.
48;Private;Bachelors;13;Married-civ-spouse;Tech-support;Male;40;United-States;>50K.
62;Private;HS-grad;9;Divorced;Priv-house-serv;Female;99;United-States;<=50K.
48;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
52;Private;Bachelors;13;Married-civ-spouse;Sales;Male;40;United-States;>50K.
25;Private;Bachelors;13;Never-married;Sales;Male;44;United-States;<=50K.
58;Private;5th-6th;3;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
40;Federal-gov;Bachelors;13;Never-married;Prof-specialty;Female;45;United-States;<=50K.
29;?;Some-college;10;Married-civ-spouse;?;Female;40;United-States;<=50K.
45;Self-emp-inc;7th-8th;4;Married-civ-spouse;Exec-managerial;Male;52;?;<=50K.
19;Private;Some-college;10;Never-married;Other-service;Female;20;United-States;<=50K.
37;Private;11th;7;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
23;Private;11th;7;Married-civ-spouse;Machine-op-inspct;Male;40;Puerto-Rico;<=50K.
31;Self-emp-not-inc;HS-grad;9;Divorced;Craft-repair;Male;60;United-States;<=50K.
64;Self-emp-not-inc;7th-8th;4;Married-civ-spouse;Craft-repair;Male;20;United-States;<=50K.
28;Local-gov;Some-college;10;Never-married;Adm-clerical;Female;16;United-States;<=50K.
32;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
49;Local-gov;Some-college;10;Divorced;Adm-clerical;Female;44;United-States;<=50K.
35;Private;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;>50K.
19;?;Some-college;10;Never-married;?;Female;35;United-States;<=50K.
45;Private;Doctorate;16;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
39;Private;12th;8;Married-civ-spouse;Transport-moving;Male;70;United-States;>50K.
55;Private;Some-college;10;Never-married;Adm-clerical;Female;45;?;<=50K.
46;Self-emp-not-inc;Bachelors;13;Divorced;Other-service;Female;60;South;>50K.
19;Private;Some-college;10;Never-married;Adm-clerical;Female;16;United-States;<=50K.
29;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Female;40;Scotland;<=50K.
25;State-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;35;United-States;<=50K.
37;Private;Bachelors;13;Never-married;Adm-clerical;Female;40;United-States;<=50K.
30;Private;HS-grad;9;Never-married;Adm-clerical;Male;40;United-States;<=50K.
28;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;Philippines;<=50K.
36;Federal-gov;Some-college;10;Separated;Adm-clerical;Female;56;United-States;<=50K.
32;Private;Some-college;10;Never-married;Exec-managerial;Female;35;United-States;<=50K.
34;Private;11th;7;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
34;Private;HS-grad;9;Never-married;Adm-clerical;Female;36;United-States;<=50K.
20;Private;Some-college;10;Never-married;Sales;Female;40;United-States;<=50K.
27;Self-emp-inc;Masters;14;Never-married;Transport-moving;Male;40;United-States;<=50K.
36;Federal-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
35;Private;Some-college;10;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
37;Private;HS-grad;9;Divorced;Exec-managerial;Male;35;United-States;<=50K.
32;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
32;Private;Masters;14;Never-married;Prof-specialty;Female;20;United-States;<=50K.
52;Private;HS-grad;9;Divorced;Sales;Female;48;United-States;<=50K.
50;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
23;Private;HS-grad;9;Never-married;Other-service;Female;30;United-States;<=50K.
25;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;45;United-States;<=50K.
21;Private;Preschool;1;Never-married;Farming-fishing;Male;50;Mexico;<=50K.
31;Private;HS-grad;9;Divorced;Sales;Female;32;United-States;<=50K.
31;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Other-service;Female;30;United-States;<=50K.
41;Private;Assoc-voc;11;Separated;Other-service;Male;40;United-States;<=50K.
47;Private;Some-college;10;Married-civ-spouse;Tech-support;Male;60;United-States;<=50K.
20;?;Some-college;10;Never-married;?;Female;10;United-States;<=50K.
20;Private;Some-college;10;Never-married;Adm-clerical;Female;45;United-States;<=50K.
29;Private;10th;6;Divorced;Machine-op-inspct;Female;25;United-States;<=50K.
51;Local-gov;Some-college;10;Widowed;Adm-clerical;Female;40;United-States;<=50K.
30;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Female;33;United-States;>50K.
23;?;Some-college;10;Never-married;?;Female;12;United-States;<=50K.
48;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;35;United-States;>50K.
39;Private;HS-grad;9;Separated;Exec-managerial;Male;40;United-States;>50K.
62;Private;Bachelors;13;Married-civ-spouse;Sales;Male;35;United-States;<=50K.
22;Private;Bachelors;13;Never-married;Other-service;Male;30;United-States;<=50K.
46;Federal-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
51;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;35;United-States;>50K.
20;Private;HS-grad;9;Never-married;Sales;Female;32;United-States;<=50K.
40;Self-emp-inc;Assoc-acdm;12;Married-civ-spouse;Sales;Male;50;United-States;>50K.
31;Private;Bachelors;13;Never-married;Tech-support;Male;40;United-States;<=50K.
30;Private;Some-college;10;Never-married;Craft-repair;Male;40;United-States;<=50K.
52;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;38;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Prof-specialty;Female;40;United-States;<=50K.
37;Local-gov;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
65;Private;Bachelors;13;Widowed;Other-service;Female;40;United-States;<=50K.
40;Private;Bachelors;13;Never-married;Prof-specialty;Male;40;United-States;<=50K.
60;Local-gov;Bachelors;13;Married-civ-spouse;Protective-serv;Male;48;United-States;>50K.
27;Private;HS-grad;9;Never-married;Craft-repair;Male;35;Ireland;<=50K.
62;Private;Bachelors;13;Married-civ-spouse;Sales;Male;60;United-States;>50K.
53;Private;HS-grad;9;Divorced;Sales;Female;35;United-States;<=50K.
38;Private;Bachelors;13;Married-civ-spouse;Sales;Male;50;United-States;>50K.
49;Private;Assoc-voc;11;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
21;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
18;Private;Some-college;10;Never-married;Adm-clerical;Male;40;United-States;<=50K.
25;Private;Bachelors;13;Never-married;Prof-specialty;Male;40;United-States;<=50K.
36;Private;11th;7;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
52;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;55;United-States;>50K.
19;Private;Some-college;10;Never-married;Tech-support;Male;14;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Adm-clerical;Female;40;United-States;<=50K.
63;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Sales;Male;15;United-States;<=50K.
63;Self-emp-not-inc;Assoc-voc;11;Married-civ-spouse;Other-service;Male;45;United-States;<=50K.
62;Self-emp-inc;Bachelors;13;Divorced;Sales;Male;40;United-States;>50K.
51;Self-emp-not-inc;Assoc-acdm;12;Married-civ-spouse;Sales;Male;30;United-States;>50K.
76;Local-gov;Some-college;10;Widowed;Adm-clerical;Female;30;United-States;<=50K.
50;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;45;United-States;<=50K.
45;Self-emp-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;50;United-States;>50K.
44;Self-emp-inc;Some-college;10;Divorced;Sales;Male;45;United-States;>50K.
51;Private;7th-8th;4;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
42;Local-gov;Bachelors;13;Never-married;Exec-managerial;Male;35;United-States;<=50K.
43;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
53;Private;11th;7;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
29;Private;Assoc-voc;11;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
41;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
44;Federal-gov;HS-grad;9;Divorced;Craft-repair;Male;40;United-States;<=50K.
35;Private;10th;6;Widowed;Other-service;Female;40;United-States;<=50K.
27;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
35;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;50;United-States;<=50K.
60;Private;Assoc-voc;11;Widowed;Craft-repair;Female;30;United-States;<=50K.
49;Private;Some-college;10;Divorced;Exec-managerial;Male;45;United-States;>50K.
33;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;United-States;<=50K.
35;Private;Bachelors;13;Married-civ-spouse;Sales;Male;40;United-States;>50K.
31;State-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Male;38;United-States;<=50K.
54;Private;HS-grad;9;Married-civ-spouse;Adm-clerical;Male;60;United-States;>50K.
57;Self-emp-not-inc;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;35;United-States;<=50K.
30;Private;9th;5;Never-married;Craft-repair;Male;45;United-States;<=50K.
45;Private;10th;6;Never-married;Machine-op-inspct;Male;40;Vietnam;<=50K.
41;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;42;United-States;>50K.
25;Private;Bachelors;13;Never-married;Other-service;Male;18;United-States;<=50K.
51;Self-emp-inc;Some-college;10;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
42;Private;5th-6th;3;Separated;Adm-clerical;Male;40;El-Salvador;<=50K.
28;Private;Assoc-voc;11;Never-married;Handlers-cleaners;Male;45;United-States;<=50K.
47;?;10th;6;Married-civ-spouse;?;Female;20;Cuba;<=50K.
53;Federal-gov;Bachelors;13;Divorced;Tech-support;Male;40;United-States;<=50K.
31;Private;Bachelors;13;Never-married;Exec-managerial;Female;50;United-States;>50K.
46;Private;11th;7;Married-civ-spouse;Other-service;Male;40;United-States;>50K.
25;Federal-gov;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
47;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
26;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;?;<=50K.
30;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
48;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
22;Private;Some-college;10;Never-married;Other-service;Male;40;United-States;<=50K.
32;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Craft-repair;Male;30;United-States;<=50K.
33;Self-emp-not-inc;Doctorate;16;Never-married;Prof-specialty;Male;45;United-States;>50K.
31;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;40;United-States;<=50K.
43;Private;Some-college;10;Married-civ-spouse;Other-service;Female;20;England;>50K.
26;Private;Assoc-voc;11;Never-married;Other-service;Female;40;United-States;<=50K.
34;Private;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;40;United-States;<=50K.
50;Local-gov;Bachelors;13;Married-civ-spouse;Prof-specialty;Female;40;United-States;>50K.
30;State-gov;HS-grad;9;Separated;Adm-clerical;Female;40;United-States;<=50K.
17;Private;11th;7;Never-married;Other-service;Male;20;United-States;<=50K.
35;Local-gov;Masters;14;Never-married;Prof-specialty;Female;40;United-States;<=50K.
29;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
27;Federal-gov;Assoc-acdm;12;Married-civ-spouse;Adm-clerical;Male;40;El-Salvador;<=50K.
32;Self-emp-not-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;?;<=50K.
34;Private;Bachelors;13;Never-married;Sales;Male;40;United-States;>50K.
32;Private;HS-grad;9;Separated;Handlers-cleaners;Female;40;United-States;<=50K.
47;Federal-gov;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
40;Private;Some-college;10;Never-married;Sales;Female;40;United-States;<=50K.
26;Private;Assoc-voc;11;Never-married;Other-service;Female;40;United-States;<=50K.
30;Private;HS-grad;9;Never-married;Other-service;Female;40;Ireland;<=50K.
54;Private;HS-grad;9;Divorced;Craft-repair;Male;40;United-States;<=50K.
53;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;55;United-States;>50K.
38;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;?;>50K.
43;Private;7th-8th;4;Separated;Farming-fishing;Male;40;United-States;<=50K.
25;Private;Some-college;10;Never-married;Farming-fishing;Male;20;United-States;<=50K.
39;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
57;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;25;United-States;>50K.
47;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;34;United-States;<=50K.
45;Private;HS-grad;9;Divorced;Other-service;Female;35;United-States;<=50K.
24;State-gov;Bachelors;13;Never-married;Prof-specialty;Male;40;United-States;<=50K.
32;Self-emp-not-inc;10th;6;Divorced;Craft-repair;Male;40;United-States;<=50K.
25;Private;Some-college;10;Never-married;Sales;Male;35;United-States;<=50K.
57;Private;5th-6th;3;Separated;Machine-op-inspct;Female;40;United-States;<=50K.
28;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Female;24;United-States;>50K.
28;Private;HS-grad;9;Married-civ-spouse;Sales;Male;51;Cuba;<=50K.
27;Private;Bachelors;13;Never-married;Prof-specialty;Female;55;United-States;<=50K.
28;Private;Bachelors;13;Never-married;Adm-clerical;Female;20;United-States;<=50K.
74;?;1st-4th;2;Married-civ-spouse;?;Male;40;United-States;<=50K.
44;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;42;Japan;<=50K.
27;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;45;United-States;<=50K.
61;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
25;Private;11th;7;Never-married;Other-service;Male;99;United-States;<=50K.
28;Private;9th;5;Never-married;Handlers-cleaners;Female;24;United-States;<=50K.
20;Private;Some-college;10;Never-married;Craft-repair;Male;40;United-States;<=50K.
33;Private;Assoc-voc;11;Never-married;Sales;Male;40;Philippines;<=50K.
38;State-gov;HS-grad;9;Divorced;Other-service;Male;40;United-States;<=50K.
31;Private;HS-grad;9;Never-married;Sales;Female;25;United-States;<=50K.
40;Private;Masters;14;Never-married;Prof-specialty;Female;45;United-States;>50K.
43;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;55;United-States;>50K.
38;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
19;Private;Some-college;10;Never-married;Exec-managerial;Male;30;United-States;<=50K.
56;Private;Assoc-acdm;12;Married-civ-spouse;Other-service;Male;50;United-States;<=50K.
38;Private;Masters;14;Divorced;Exec-managerial;Male;45;United-States;>50K.
30;?;Bachelors;13;Married-civ-spouse;?;Female;4;United-States;<=50K.
22;Private;HS-grad;9;Married-civ-spouse;Priv-house-serv;Female;40;United-States;<=50K.
18;State-gov;HS-grad;9;Never-married;Other-service;Male;25;United-States;<=50K.
68;Private;Some-college;10;Widowed;Other-service;Female;20;United-States;<=50K.
35;Private;Assoc-voc;11;Divorced;Transport-moving;Male;50;United-States;<=50K.
42;Private;7th-8th;4;Married-civ-spouse;Other-service;Female;48;?;<=50K.
32;Private;10th;6;Divorced;Craft-repair;Male;40;United-States;<=50K.
43;Federal-gov;Some-college;10;Married-civ-spouse;Prof-specialty;Female;40;United-States;>50K.
30;Private;10th;6;Never-married;Machine-op-inspct;Female;40;United-States;<=50K.
62;Private;Some-college;10;Married-civ-spouse;Tech-support;Male;24;United-States;<=50K.
38;Private;Assoc-voc;11;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
27;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
28;Private;Doctorate;16;Never-married;Prof-specialty;Female;60;Germany;>50K.
26;Private;Assoc-voc;11;Never-married;Other-service;Male;40;United-States;<=50K.
21;Private;Some-college;10;Never-married;Machine-op-inspct;Male;20;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Other-service;Male;40;United-States;<=50K.
20;Private;Some-college;10;Never-married;Adm-clerical;Male;30;United-States;<=50K.
25;State-gov;Bachelors;13;Never-married;Protective-serv;Male;40;United-States;<=50K.
28;Self-emp-not-inc;Some-college;10;Never-married;Craft-repair;Male;50;Columbia;<=50K.
36;Private;Assoc-voc;11;Never-married;Adm-clerical;Male;42;United-States;>50K.
23;Private;Bachelors;13;Never-married;Craft-repair;Male;40;Mexico;<=50K.
24;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Female;50;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Other-service;Female;40;United-States;<=50K.
24;Private;Bachelors;13;Never-married;Prof-specialty;Female;20;United-States;<=50K.
25;Self-emp-not-inc;HS-grad;9;Never-married;Other-service;Male;8;United-States;<=50K.
24;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
30;Private;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;62;United-States;<=50K.
26;Private;Bachelors;13;Never-married;Sales;Female;45;?;<=50K.
62;?;Masters;14;Married-civ-spouse;?;Male;50;United-States;<=50K.
36;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Female;33;United-States;<=50K.
45;Private;HS-grad;9;Married-civ-spouse;Other-service;Male;40;Philippines;<=50K.
31;Private;Assoc-acdm;12;Divorced;Sales;Female;45;United-States;<=50K.
34;Private;HS-grad;9;Never-married;Adm-clerical;Male;48;United-States;<=50K.
65;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;44;Mexico;>50K.
42;Private;Assoc-voc;11;Divorced;Prof-specialty;Female;40;United-States;<=50K.
27;State-gov;Prof-school;15;Never-married;Prof-specialty;Male;70;United-States;<=50K.
